asin,text,title,location_and_date,verified,rating,negative or positive,reviews,grade_bad,lang
B085DDQ9X9,Things to use children,Fun,Reviewed in Germany on 27 November 2022,True,5.0,positive,thing to use childrenfun,1.0,en
B0813S3VDM,It arrived in time. Good quality. Every thing excellent.,Very nice,Reviewed in Germany on 21 July 2022,True,5.0,positive,it arrived tim good quality every thing excellent very nic,1.0,en
B09TKYXB7Y,"We all use it interactively and it is an amazing time we spend together asnwering questions, discovering and learning.However there is a huge error they made with the split of the countries per continents, which is: UKRAINE being part of ASIA ?!?!!!This is totally WRONG!!!I am not from Ukraine but this basic geography knowledge , I am sure everyone knows, especially in these times… they should have paid extra attention.I don’t know how it passed QC…",wonderful gift,Reviewed in Germany on 22 November 2022,True,5.0,positive,we all use it interactively and it is amazing tim we spend togeth asnwering question discovering and learning howev ther is hug error they mad with the split of the countri per continent which is ukrain being part of asia this is totally wrong not from ukrain but this basic geography knowledg sur everyon knows especially thes tim they should hav paid extra attention don know how it passed qc wonderful gift,1.0,en
B08W8W71HC,"I bought this a few days ago, when opening the box is a state, there’s rips and pressure marks all over the box and cello tape holding it together as it is so squashed. I tried to show in the pictures but it’s not good quality. This is not what I expected and i now cannot gift this to someone.",Arrived like I bought it second hand,Reviewed in the United Kingdom 🇬🇧 on 14 November 2022,True,1.0,negative,bought this few days ago when opening the box is stat ther rips and pressur mark all over the box and cello tap holding it togeth as it is squashed tried to show the pictur but it not good quality this is not what expected and now can not gift this to someon arrived lik bought it second hand,0.0,en
B09BNVFBPW,Super schön,🌸🌸🌸,Reviewed in Germany on 28 October 2022,True,5.0,positive,sup schon,1.0,en
B09BNVFBPW,"Bought it for my kid who like minecraft a lot, however i was disappointed with small content of packing and lucks for long term playability.Although, assemble was pretty straight forward and me and my kid were having a very good time together, but i realise my kid doesn't seem enjoy and start too lose interest after few day and he never want to play again. Right now he haven't touch this toy almost month, simply because this set is luck of playability and it just not very fun to play with it without full set.....",Little overpriced compare to other lego i bought,Reviewed in the United Kingdom 🇬🇧 on 11 May 2022,True,2.0,negative,bought it for my kid who lik minecraft lot howev disappointed with small content of packing and luck for long term playability although assembl pretty straight forward and me and my kid wer having very good tim togeth but realis my kid doesn seem enjoy and start too los inter aft few day and he nev want to play again right now he hav touch this toy almost month simply becaus this set is luck of playability and it just not very fun to play with it without full set littl overpriced compar to oth lego bought,0.0,en
B09BNVFBPW,There were half a dozen pieces missing. Really disappointing.,Missing pieces,Reviewed in the United Kingdom 🇬🇧 on 20 January 2022,True,1.0,negative,ther wer half doz piec missing really disappointing missing piec,0.0,en
B071YM2NV9,I bought this for my sons birthday and the central pieces fell out after the first use. Not impressed- especially as it’s not cheap!,Pieces fall out,Reviewed in Germany on 27 November 2022,True,1.0,negative,bought this for my son birthday and the central piec fell out aft the first use not impressed especially as it not cheap piec fall out,0.0,en
B085LPMHFX,"On miniscreen pictures don't look so good, but when downloaded they are pretty good. Also, make sure to not move, or the subject to not be moving because the pictures will not be ok. But for a first camera this one it is quite good. My kid was verry excited of the tripod, the little games and the features of the green screen. 5 stars from me for the price/quality, appearence, sturdiness, accesories and a first try in photo world.",Pictures look better when downloaded,Reviewed in Germany 🇩🇪 on 3 May 2022,True,5.0,positive,on miniscre pictur don look good but when downloaded they are pretty good mak sur to not mov or the subject to not be moving becaus the pictur not be ok but for first camera this one it is quit good my kid verry excited of the tripod the littl gam and the featur of the green screen star from me for the pric quality appearenc sturdiness accesori and first try photo world pictur look bett when downloaded,1.0,en
B09QFS3J7H,"Good material, as described",Good product A ++,Reviewed in Germany 🇩🇪 on 15 November 2022,True,5.0,positive,good material as describedgood product,1.0,en
B09MM1WRBC,Not worth sale price,Smaller than what i expected..,Reviewed in the United Kingdom on 19 November 2022,True,2.0,negative,not worth sal pricesmall than what expected,0.0,en
B06WW7LG2Y,Too expensive,Not worth the money,Reviewed in Germany on 4 January 2020,True,2.0,negative,too expensivenot worth the money,0.0,en
B07MB7PFZG,There are no limits to the imagination. With these extensions you can implement completely new ideas,GraviTrax is great,Reviewed in Germany 🇩🇪 on 2 June 2021,True,5.0,positive,ther are no limit to the imagination with thes extension you can implement completely new ideasgravitrax is great,1.0,en
B092VLK7TX,Super Preis.,Super schnelle Versand. Top Preis,Reviewed in Germany on 12 November 2022,True,5.0,positive,sup preis sup schnell versand top preis,1.0,en
B092VLK7TX,"I Advice this playset for girls who needs to play with accessories and who loves to change and combine outfits. With this lol is still possible to reach the complete family -boy, omg, and lils(coming).",Advent calendar for such amazing price 12,Reviewed in Germany on 8 January 2022,True,5.0,positive,advic this playset for girl who need to play with accessori and who lov to chang and combin outfit with this lol is still possibl to reach the complet family boy omg and lil coming advent calendar for such amazing pric,1.0,en
B092VLK7TX,"Von der Qualität top wie immer bei LOL, aber würde es nicht wieder kaufen. War nicht der Hit für meine Tochter",Joa...,Reviewed in Germany 🇩🇪 on 13 February 2022,True,2.0,negative,Qualität top immo lol kauf hit tochter joa ,0.0,en
B07MV3FBWV,High quality,Good brand,Reviewed in Germany on 21 November 2022,True,5.0,positive,high qualitygood brand,1.0,en
B07MV3FBWV,"Inside an ugly cardboard box are small size cups, not what I expected!",Not a regular size play-doh,Reviewed in Germany 🇩🇪 on 11 November 2020,True,1.0,negative,insid ugly cardboard box are small siz cups not what expected not regular siz play doh,0.0,en
B09BNSL6FB,"Super süßes Lego Set.  War doch überrascht wie groß das Set ist , für den kleinen Preis.Meine Nichte wird sich riesig freuen!",Super süßes Set,Reviewed in Germany 🇩🇪 on 6 November 2022,True,5.0,positive,SUP SUSS LEGO SET Uberrascht Gross Set Klein Price not huge joy of SUP SUSS SET ,1.0,en
B09BNSL6FB,Da kann man nicht viel Falsch machen. Kinder haben Spaß und die Creator Serie lässt immer noch Mal Raum für flexibeles Spielen.,Ist halt Lego,Reviewed in Germany 🇩🇪 on 13 October 2022,True,5.0,positive,falsch kind spass creator seri lasst imm mal raum flexibel spiel halt lego,1.0,en
B09BNSL6FB,kein Kommentar,"Hi Amazon, could you please ask the DHL to NOT jam packages in my letterbox? See photos.",Reviewed in Germany 🇩🇪 on 20 May 2022,True,1.0,negative,kommentarhi amazon could you pleas ask the dhl to not jam packag my letterbox see photos,0.0,en
B09BNSL6FB,"The box is damaged and it’s a gift, can’t send back as occasion is tomorrow that need it for",Box damaged and it’s a gift,Reviewed in the United Kingdom 🇬🇧 on 5 April 2022,True,2.0,negative,the box is damaged and it gift can send back as occasion is tomorrow that need it forbox damaged and it gift,0.0,en
B09BNS6J42,"Very nice set. My 3,5 year old loved it.",Very good set,Reviewed in Germany 🇩🇪 on 9 August 2022,True,5.0,positive,very nic set my year old loved it very good set,1.0,en
B09BNS6J42,Cool,Cool,Reviewed in France 🇫🇷 on 19 November 2022,True,2.0,negative,Coolcool ,0.0,en
B01LZYGY8H,Alles super,Baby telefon,Reviewed in Germany 🇩🇪 on 24 November 2022,True,5.0,positive,superbaby telefon,1.0,en
B01LZYGY8H,Mein Sohn hat sein Spaß damit :)Alles Top:),Schönes Telefon zum hinterherziehen u. spielen,Reviewed in Germany 🇩🇪 on 12 November 2022,True,5.0,positive,sohn spass top schon telefon hinterherzieh spiel,1.0,en
B09D5KR1TG,"I recently purchased 3 gifts for my granddaughters, who are 3, and 4. When I say hours of fun, they played with the play dough machine for hours. I attempted to put it away, so they could play with the other gifts, they took it back out the box. LOL Easy Clean up!!!",Hours of Fun!!!,Reviewed in the United States 🇺🇸 on 16 November 2022,True,5.0,positive,recently purchased gift for my granddaught who are and when say hour of fun they played with the play dough machin for hour attempted to put it away they could play with the oth gift they took it back out the box lol easy clean up hour of fun,1.0,en
B09D5KR1TG,Would purchase again,Grandkids love it.  Great product and highly recommend,Reviewed in the United States 🇺🇸 on 18 November 2022,True,5.0,positive,would purchas againgrandkid lov it great product and highly recomm,1.0,en
B09D5KR1TG,"My boy is almost 2yo, he really likes it. And it helps child to develop fine motor skill.",Creativity,Reviewed in the United States 🇺🇸 on 26 October 2022,True,5.0,positive,my boy is almost yo he really lik it and it helps child to develop fin motor skill creativity,1.0,en
B09D5KR1TG,"Lots of pieces to create with, and it makes it alot easier to contain the cutouts. My son loved the noodle head guy lol. Playdoh does get stuck in some of the cracks, and the lids can pop off, but other than that it was a great playdoh set with a fun assortment of tools. I would highly recommend it for gifts or for at home.",Great!,Reviewed in the United States 🇺🇸 on 29 September 2022,True,5.0,positive,lot of piec to creat with and it mak it alot easi to contain the cutout my son loved the noodl head guy lol playdoh does get stuck som of the crack and the lid can pop off but oth than that it great playdoh set with fun assortment of tool would highly recomm it for gift or for at hom great,1.0,en
B00JMVMJNO,My son threw it down rocks on holiday and it still works. I give it to him when i change his diaper and it keeps him well distracted and entertained until i finish.,surprisingly robust,Reviewed in Germany on 30 October 2022,True,5.0,positive,my son threw it down rock on holiday and it still work giv it to him when chang his diap and it keeps him well distracted and entertained until finish surprisingly robust,1.0,en
B00JMVMJNO,Not too quiet like other phones and amazing - still working after usage for 5 months))) I count it as a good toy for baby/toddler then :D,5 months and still working great!,Reviewed in Germany on 18 September 2022,True,5.0,positive,not too quiet lik oth phon and amazing still working aft usag for month count it as good toy for baby toddl then month and still working great,1.0,en
B09BNTTYDL,"Der Lego Lamborghini gefällt mir sehr gut , er ist gelungen in der Form und Farbe er passt super zu den anderen Speed Champions Modelle , der Alte Preis war gut gewesen die 5€ mehr wo er jetzt mehr kostet ist leider nicht so toll, aber mit rabatt geht es dann wieder im ganzen ein Schönes Modell",Schöner Lamborghini von Lego,Reviewed in Germany 🇩🇪 on 16 October 2022,True,5.0,positive,lego lamborghini gefallt gut gelung form farb passt sup speed champion modell alt preis gut mehr mehr kostet leid toll rabatt geht ganz schon modellschon lamborghini lego,1.0,en
B09BNTTYDL,Really great,Close to original,Reviewed in Germany 🇩🇪 on 30 October 2022,True,5.0,positive,really greatclos to original,1.0,en
B09BNTW4NN,Die Bauplatten sind super und kann ich zu 100% empfehlen. Allerdings sollte man auf Angebote unter 6€ warten.,Tolle Platten bis auf den Preis,Reviewed in Germany on 17 July 2022,True,5.0,positive,bauplatt sup empfehl allerding angebot wart toll platt preis,1.0,en
B09QFQPYKC,Guter Preis und rasche Lieferung.,Lego Disney Princess,Reviewed in Germany on 15 November 2022,True,5.0,positive,gut preis rasch liefer lego disney princess,1.0,en
B08GNV163S,Of course there must be black mother and baby on the ad because they are the representative group of customers in Europe! Shame on you!,Strang target group,Reviewed in Germany on 13 October 2022,False,1.0,negative,of cours ther must be black moth and baby on the ad becaus they are the representativ group of custom europ sham on you strang target group,0.0,en
B08GNV163S,Usually love this duplo but unfortunately it didn’t arrive - although tracking says delivered,Unfortunately never arrived :(,Reviewed in the United Kingdom on 21 September 2022,True,1.0,negative,usually lov this duplo but unfortunately it didn arriv although tracking says deliveredunfortunately nev arrived,0.0,en
B08GNV163S,The wrong parts were in the box. Numbers were inside not animals. Bought as a present so by the time we realised the return window had closed. Very disappointed,Wrong parts in box.,Reviewed in the United Kingdom on 27 March 2022,True,1.0,negative,the wrong part wer the box numb wer insid not animal bought as present by the tim we realised the return window had closed very disappointedwrong part box,0.0,en
B08GNV163S,"Picture online showed my first animal set, on opening box picturing animals discovered no animals contents my first numbers!!! Very disappointing.",Wrong contents!,Reviewed in the United Kingdom on 28 September 2021,True,1.0,negative,pictur onlin showed my first animal set on opening box picturing animal discovered no animal content my first numb very disappointing wrong content,0.0,en
B0928Z1NBY,best toy for 9 year olds but is in german but didnt bother the kid anyway wanted to play all day,best toy for 9 year olds,Reviewed in Germany 🇩🇪 on 11 March 2022,True,5.0,positive,best toy for year old but is german but didnt both the kid anyway wanted to play all dayb toy for year old,1.0,en
B085DSZVC4,Meine Tochter wollte eine Tasche für das Kinder Tablet Fire HD 10 das Tablet passt nur leider ganz knapp nicht in die Tasche😪,Hülle passt nicht für das Fire HD 10,Reviewed in Germany on 17 June 2022,True,1.0,negative,tocht tasch kind tablet fir hd tablet passt leid ganz knapp tasch hull passt fir hd,0.0,en
B09NXFCTWJ,Die Stifte hat meine Tochter zum Neuen Schuljahr bekommen… sie ist sehr zufrieden mit den Stiften… tolle Qualität für einen natürlich etwas höheren Preis,Zwar etwas teurer aber Top Qualität,Reviewed in Germany on 9 November 2022,True,5.0,positive,stift tocht neu schuljahr bekomm zufried stift toll qualitat natur hoh preiszwar teur top qualitat,1.0,en
B09NXFCTWJ,"These fineliners will last you forever. My sister gave me few of them when she moved out many years ago and they are still pretty well workable. Not that I would use it on daily basis, but still it never dried out after many years. So I bought this full set and the quality is there.0,4mm tip is great for details or mandala pictures or in the Spiroglyphics coloring books. I can't say anything bad about them after years of using them.",They will last forever,Reviewed in Germany on 10 September 2022,True,5.0,positive,thes finelin last you forev my sist gav me few of them when she moved out many year ago and they are still pretty well workabl not that would use it on daily basis but still it nev dried out aft many year bought this full set and the quality is ther mm tip is great for detail or mandala pictur or the spiroglyphics coloring book can say anything bad about them aft year of using them they last forev,1.0,en
B099HC8X6H,"I wanted this to replace an old Fire tablet that was no longer performing well, but in the meantime I have a tablet PC, so I really only needed it for reading/listening (ebooks, audio books, podcasts, music) at bedtime. I was put off ordering a Kindle ebook reader because of its lack of speaker (I don't like using ear/headphones). The Fire is more versatile and better value for money in my view. The Kindle app works well with the Whispersync function, so it really does meet my needs. I can read and/or listen to my books as I wish, or I can switch to music or podcasts. I haven't used or downloaded any other apps (email, games etc.)",Fire tablet instead of en ebook reader,Reviewed in Germany on 8 October 2022,True,5.0,positive,wanted this to replac old fir tablet that no long performing well but the meantim hav tablet pc really only needed it for reading listening ebook audio book podcast music at bedtim put off ordering kindl ebook read becaus of its lack of speak don lik using ear headphon the fir is mor versatil and bett valu for money my view the kindl app work well with the whispersync function it really does meet my need can read and or list to my book as wish or can switch to music or podcast hav used or downloaded any oth apps email gam etc fir tablet instead of en ebook read,1.0,en
B00243TH50,Wirklich ein tolles Spiel!Es macht unseren Kindern sehr viel Spaß.,Tolles Spiel,Reviewed in Germany 🇩🇪 on 19 October 2022,True,5.0,positive,Really great game makes child fun great game ,1.0,en
B09NBQJQ4B,"As a glitter tattoo artist, balloon twister, and face painter, I fell for the cheap price and tried these out. If you want bright colors, do not use these. Some of the colors, like light yellow and pink are practically invisible. The glitter pots and brushes will also be smaller than you are expecting.",Not bright colors,Reviewed in the United States 🇺🇸 on 19 November 2022,True,2.0,negative,as glitt tattoo artist balloon twist and fac paint fell for the cheap pric and tried thes out if you want bright color do not use thes som of the color lik light yellow and pink are practically invisibl the glitt pot and brush be small than you are expecting not bright color,0.0,en
B09NBQJQ4B,So disappointed 😔… Ordered for my daughter and her friend for their talent show.  Will be returning. Product had obviously been used.,Used product,Reviewed in the United States 🇺🇸 on 3 May 2022,True,1.0,negative,disappointed ordered for my daught and her friend for their talent show be returning product had obviously been used used product,0.0,en
B08HS23N2D,1A,Sehr schön anzuhören……. TOP,Reviewed in Germany on 23 July 2022,True,5.0,positive,asehr schon anzuhor top,1.0,en
B09BNRXC54,"Lego is ridiculously expensive anyway, but my  children love it, and this was the best deal around for this set.  It’s a good set as each part is packed separately, so not to confusing for beginners, you could give them a small pack at a time, and the packs can be constructed in any order.  My girls are Lego experts though, it took them several weeks to save up for this, and maybe two hours to build it!",A good set,Reviewed in the United Kingdom 🇬🇧 on 12 March 2022,True,5.0,positive,lego is ridiculously expensiv anyway but my childr lov it and this the best deal around for this set it good set as each part is packed separately not to confusing for beginn you could giv them small pack at tim and the pack can be constructed any ord my girl are lego expert though it took them several week to sav up for this and mayb two hour to build it good set,1.0,en
B09BNRXC54,Theres not a lot in the interior (which is quite common in lego sets of I'm being honest) of some of the rooms but other than that its perfect,Wonderful,Reviewed in the United Kingdom 🇬🇧 on 7 April 2022,True,5.0,positive,ther not lot the interior which is quit common lego set of being hon of som of the room but oth than that its perfectwonderful,1.0,en
B09BNVC2GB,The title description implies that it is 32 x 32 in measurement however it’s actually referring to the number of studs and the plate is much smaller in size.RIp off for the price and annoying that I opened it up or it would be getting sent back,Misleading description,Reviewed in the United Kingdom 🇬🇧 on 4 July 2022,True,1.0,negative,the titl description impli that it is measurement howev it actually referring to the numb of stud and the plat is much small siz rip off for the pric and annoying that opened it up or it would be getting sent backmisleading description,0.0,en
B08G444BQH,"good value for money, downscaled Tie-Fighter",Perfect,Reviewed in Germany on 1 November 2022,True,5.0,positive,good valu for money downscaled tie fighterperfect,1.0,en
B08G444BQH,"Do not put Lego boxes in a paper bag, it looks like somene played soccer with it and then sat on it.",Lego box was crushed in the paper bag,Reviewed in Germany 🇩🇪 on 20 September 2022,True,1.0,negative,do not put lego box pap bag it look lik som played socc with it and then sat on it lego box crushed the pap bag,0.0,en
B08G444BQH,"Unfortunate.  ONE, only one delivery attempt was made.  I was not at home.  The product was simply returned with subsequent reimbursement.  But I wanted the product, since it was for an upcoming commemorative date.",.,Reviewed in Germany 🇩🇪 on 1 June 2022,True,1.0,negative,unfortunat one only one delivery attempt mad not at hom the product simply returned with subsequent reimbursement but wanted the product sinc it for upcoming commemorativ dat,0.0,en
B08G444BQH,"That's what I got today, a destroyed box like an elephant walked on it.",Totally destroyed,Reviewed in Germany 🇩🇪 on 3 June 2022,True,1.0,negative,that what got today destroyed box lik elephant walked on it totally destroyed,0.0,en
B0007XQQSA,Easy to learn and so nice to play.The best game for spending some quality time with the whole family. Children can also play as from 7-8 years on.,Our favorite game! Forget your TV!,Reviewed in Germany 🇩🇪 on 21 November 2022,True,5.0,positive,easy to learn and nic to play the best gam for spending som quality tim with the whol family childr can play as from year on our favorit gam forget your tv,1.0,en
B0007XQQSA,Its really easy to learn when it's explained by the person who already knows the rules.. The game takes quite long time to play. I would say its bit expensive.But overall its really fun to play during friends or family gatherings,Fun game,Reviewed in Germany 🇩🇪 on 25 September 2022,True,5.0,positive,its really easy to learn when it explained by the person who already knows the rul the gam tak quit long tim to play would say its bit expensiv but overall its really fun to play during friend or family gatheringsfun gam,1.0,en
B09FFCK7RM,"Order arrived in good time, in good condition and exactly as advertised. Thank you!",Exactly what I ordered,Reviewed in the United Kingdom 🇬🇧 on 5 March 2022,True,5.0,positive,ord arrived good tim good condition and exactly as advertised thank you exactly what ordered,1.0,en
B09D5Y2WCY,I bought this as a birthday gift for my granddaughter. I started at 1pm thinking it would take an hour or so.. decals and all... At 5pm I was in tears... and I am good at assembling ... This was awful,assembly is a total nightmare,Reviewed in the United States on 15 November 2022,True,1.0,negative,bought this as birthday gift for my granddaught started at pm thinking it would tak hour or decal and all at pm tear and good at assembling this awfulassembly is total nightmar,0.0,en
B09D5Y2WCY,Not worth the price,"Pieces damaged, couldn't find screws. My son found it in a play doh container. Sad for this price",Reviewed in the United States on 19 July 2022,True,1.0,negative,not worth the pricepiec damaged couldn find screws my son found it play doh contain sad for this pric,0.0,en
B09J5BJWY5,Schöne Lieder . Mein Kind 15 Monate liebt diese Toni Figur,Schöne Lieder,Reviewed in Germany on 17 November 2022,True,5.0,positive,schon lied kind monat liebt toni figurschon lied,1.0,en
B07Y2TM2SB,Very disappointed in this item and very much questioning it…. it’s very light in weight and the edges are sharp to touch. very disappointed.,light weight and sharp,Reviewed in the United Kingdom on 18 November 2022,True,1.0,positive,very disappointed this item and very much questioning it it very light weight and the edg are sharp to touch very disappointed light weight and sharp,0.0,en
B07Y2TM2SB,"Two hours of my kid having it in his hand and the paint have already started to chip and small white spots started to appear. This was my first schleich and I was hoping to start collecting them. But not good luck with the quality of this one, and sadly they are too expensive to keep trying. The look is amazing, just the paint quality is not good.",First one and last one,Reviewed in the United States on 10 November 2020,True,2.0,positive,two hour of my kid having it his hand and the paint hav already started to chip and small whit spot started to appear this my first schleich and hoping to start collecting them but not good luck with the quality of this one and sadly they are too expensiv to keep trying the look is amazing just the paint quality is not good first one and last one,0.0,en
