asin,text,title,location_and_date,verified,rating,negative or positive
B079MTNQ5C,Sehr schönes Spiel für zwischendurch. Kam bei meiner Enkelin sehr gut an.,Kurzweilig,Reviewed in Germany 🇩🇪 on 30 October 2022,True,4.0,positive
B079MTNQ5C,wie lieben das spiel einfache handhabung und super für unterwegs,spas für jedes alter,Reviewed in Germany 🇩🇪 on 3 October 2022,True,5.0,positive
B079MTNQ5C,"Wir haben das Spiel als Geschenk gekauft und es kam anfangs beim Beschenkten auch super an. Die ersten Spieldurchgänge haben uns wirklich viel Spaß gemacht, aber man entwickelt relativ schnell gewisse Strategien und Pläne, welche sich jedes Mal erneut auszahlen, worunter der Spielspaß und die Lust auf eine erneute Runde leider mit der Zeit etwas leiden. Anfangs hatten wir und der Beschenkte wirklich großen Spaß, aber mittlerweile wird das Spiel nicht mehr gespielt und wir haben andere gefunden, welche mehr Spaß machen. Zudem fanden wir bei den ersten Durchgängen das Spielprinzip etwas chaotisch und es wirkte undurchschaubar, weshalb wir immer wieder in der Anleitung nachlesen mussten. Daher macht es auch nicht allzu großen Spaß das Speil jemand Neuem zu erklären, da hier viele Fragen und Unklarheiten kommen. Insgesamt ein anfangs lustiges Spiel für bis zu vier Personen (wir spielten meist zu dritt) das für uns zu schnell an Reiz verloren hat.",Verliert schnell an Reiz,Reviewed in Germany on 22 February 2022,True,3.0,negative
B079MTNQ5C,Spielanleitung sehr kompliziert,Viel Geduld beim Lesen der Anleitung,Reviewed in Germany on 5 September 2022,True,2.0,negative
B079MTNQ5C,"GebrauchsanweisungWar nicht sehr hilfreich, nutzen wir nicht",Kam keiner damit klar,Reviewed in Germany on 14 March 2022,True,3.0,negative
B079MTNQ5C,"Das Spiel ist anfangs sehr kompliziert. Die Anleitung ist doch recht schwierig, aber wenn man parallel das Spiel einmal ""trocken"" spielt, kommt man gut damit zurecht. Leider gibt es immer noch Unklarheiten, die die Anleitung nicht aufklären, aber wir nehmen es als künstlerische Freiheit hin und haben uns für eine Lösung entschieden.Schade ist, dass man für jeden Spieler und für jede Spielrunde einen Zettel des Blocks benötigt, jedoch haben wir uns vier Zettel einlaminiert und schreiben dort mit Folienstiften drauf. Somit spart man sich den Kauf eines neuen Blocks, auch wenn dieser nicht die Welt kostet.Viel schlimmer ist die miserable Qualität der Würfel. Bei uns sind bei zwei Würfeln die Kanten mangelhaft, wobei wir, wenn man sich die anderen Bewertungen anschaut, noch Glück haben. Zumindest sind die Würfelaugen bei uns zentriert eingedruckt.Es wirkt so, als ob hier Würfel 3. Wahl verwendet werden. Dieses stört mich persönlich schon sehr, gerade weil es anscheinend kein Einzelfall mit den mangelhaften Würfeln ist.Aber dennoch überwiegt hier der Spielspaß und auch die, von anderen beschriebenen Spieltaktiken kann ich bislang nicht nachvollziehen, da man ja nicht weiß, wie die Würfel fallen. Vielleicht habe ich hier ja einen Denkfehler, aber bislang konnte man das Spiel nicht planen.",anfangs kompliziert...,Reviewed in Germany on 6 October 2019,True,3.0,negative
B079MTNQ5C,"Da ein Geburtstag vor der Tür stand, habe ich dieses Spiel gekauft und die beschenkte Person hat sich auch wirklich sehr gefreut. Allerdings wird das Spiel dort eigentlich nur zu zweit gespielt und in der Bewertung sind die Punktedifferenzen teilweise sehr hoch. Der/Die eine hat mehr Glück und macht ein (!) Kreuz mehr und hat bspw. 20 Punkte mehr. Das ist manchmal einfach nicht möglich auszugleichen. Das kann dann schnell zu Frustration führen.Generell ist es aber ein schönes Spiel, welches einen anregt auch mal etwas weiter zu denken und nicht immer nur das naheliegende zu tun.",Für zwei Spieler nicht so gut wie angegeben,Reviewed in Germany on 2 December 2020,True,3.0,negative
B079MTNQ5C,"Ich hab mich so gefreut, aber die Beschreibung ist so extrem kompliziert,  dass wir trotz youtube-Erklärungen und 2x lesen NIX kapieren. Und wir sind echt nicht dumm.  Wenn wir irgendwann gespielt jaben, äußere ich mich nochmal...ich denke es ist gut, aber Erklärung zuuuu unklar.🤷‍♀️🙈🙈🙈",Extrem kompliziert geschriebene Beschreibung,Reviewed in Germany on 21 February 2021,True,3.0,negative
B079MTNQ5C,"Das Spiel ist wertig produziert. Das Gameplay entspricht vom System her schon anderen Spielen und ist mir zu kopiert. In Summe ist es mehr für Denker als Spieler, was den Spielspaß schon schwer beeinträchtigt.Von meiner Seite keine Kaufempfehlung dennoch sind die Geschmäcker natürlich unterschiedlich.",Vom Preis verführt!,Reviewed in Germany on 9 November 2020,True,3.0,negative
B079MTNQ5C,"Das Spiel ist für nicht spielegeübte Personen äußerst schwierig zu verstehen. Ich habe es allein versucht, keine Chance. Auch mit weiteren Personen unmöglich. Dann endlich, ein weiterer Mitspieler, mit Hochschulstudium hat es nach gut 1 Stunde geschafft, die Anleitung umzusetzen und wir konnten die erste Runde spielen.Wenn man das Spiel einmal verstanden hat, ist es sehr spannend und unterhaltsam, aber das dauert bis man alle Regeln kennt. Viel Spaß!Tanne",Spiel zu kompliziert,Reviewed in Germany on 18 March 2020,True,3.0,negative
B079MTNQ5C,"Meine gesamte Familie konnte ich von diesem Spiel leider nicht überzeugen. Es ist im Vergleich zu Quix (und es soll ja die Verbesserung dazu sein) einfach zu überladen. Der Spielplan erschlägt einen erst einmal, aber wenn man da durchsteigt, geht’s eigentlich. Man muss dann aber, wenn man würfelt, an 1000 Dinge gleichzeitig denken und so haben wir einfach ein paar Regeln gestrichen. Dann ging’s. Mir hat es gefallen - nur blöd, wenn es keiner mit einem spielen möchte!",Sehr wirr mit 1000 Regeln.,Reviewed in Germany on 16 January 2019,True,3.0,negative
B079MTNQ5C,"Es ist schon anstrengend genug, sich erstmal die Regeln zu erschließen. Schon ab drei Personen dauert es zu lange bis die einzelnen Spieler sich zu einer Entscheidung durchgerungen haben. Dadurch entsteht kein Spielfluss und am Ende überwiegt ein Gefühl der Erschöpfung.",Zu komplizierte Regeln,Reviewed in Germany on 9 January 2022,True,1.0,negative
B08G4GP34B,"Nachdem ich mir die 75300 (Tie Fighter) und 75312 (Slave One) gekauft hatte, fehlte mir noch ein X-Wing.Wer mind. eines der genannten Sets gekauft hat, sollte zumindest diesen X-Wing auslassen und auf die nächste Revision warten.Ja, LEGO und die Preisgestaltung. Kann man sich streiten, ist aber eigentlich unwiderlegbar ausgewürfelt. 474 Steinchen für 50€ Liste.Zum Vergleich:75312 hat 593 Teile bei 50€ Liste75300 hat 432 Teile bei 40€ ListeEin Schelm wer hier böses denkt. Und nur weil 3 Minifiguren und R2 mit dabei sind? Der TIE hat auch zwei Minifiguren und einen Androiden (eigentlich 3,5 Minifiguren). Boba Fetts Schiff hat 2 Minifiguren und mehr Teile.Natürlich kauft man nicht bei LEGO sondern immer mit Rabatt. Aber dennoch.Nun aber weg von der Preisutopie. Hin zum wesentlichen, dem Set:Ich muss sagen, ich bin enttäuscht. So ein schlechtes Set habe ich schon lange nicht in den Händen gehabt. Der Aufbau ist null herausfordernd. Aber dann auch noch Verbindungen mit null Klemmkraft? Die vordere Kufe muss man nur stark anblasen und sie fällt ab! Das soll doch eigentlich ein Spielset sein...Der Mechanismus der X-Flügel ist zwar interessant zu bauen, ABER er funktioniert nur durch Reibung der Bricks. Und das wird ein Problem werden. Wenn nichts einrastet wird die Reibung irgendwann weg sein. Der Mechanismus ist so schon recht leichtgängig. Aber wenn man den X-Wing vielleicht mit offenen Flügeln hinstellen möchte: Keine Chance! Durch das Eigengewicht klappt alles automatisch beim hinstellen zusammen.Insgesamt wirklich eine 5- für dieses Set. Das hätte niemals so auf den Markt kommen dürfen.Und dann auch noch zwei Shooter eingespart, im Gegensatz zum Vorgänger. Ich brauche zwar dieses Totschiesswerkzeug nicht, aber dennoch ein weiterer Hinweis darauf, dass LEGO hier nur die Taschen aufhält.",Maßlos enttäuscht,Reviewed in Germany on 23 March 2022,True,2.0,negative
B08G4GP34B,"Paket kam bei mir an als hätte da jemand mit nem Messer rein gehauen, während des aufbauen kamen mir immer wieder teile entgegen die teilweise gelblichen dreck o.ä und haare an sich hatten, das Set ist top aber was auch immer da passiert ist brauchte erstmal ein ordentliches bad in Desinfektionsmittel.",Dreckige Bauteile und kaputte Verpackung,Reviewed in Germany on 5 August 2022,True,3.0,negative
B08G4GP34B,"Man merkt leider doch sehr schnell und deutlich, dass LEGO hier an allen Ecken und Enden gespart hat. Vor allem wenn man den unweigerlichen Vergleich mit anderen X-Wings antritt.Zur UVP hätte ich bei dem Modell ein sehr sehr schlechtes Gefühl gehabt. Zu viel fühlt sich unfertig und unterkonstruiert an - wirklich meilenweit von den Vorgängern entfernt. Das kann auch nicht durch die niedrigere UVP wettgemacht werden.Ich habe ihn für 25€ bekommen - das allein spricht eigentlich schon Bände - aber mehr ist er meines Erachtens auch nicht wert.Da ist der Tie wesentlich eleganter kleingespart worden.Der hier ist wirklich nur zu empfehlen, wenn blutig aufs Geld geschaut werden muss. Sonst ist der reduzierte Poe Dameron X-Wing definitiv die bessere Wahl.",Für die Hälfte OK.,Reviewed in Germany on 20 December 2021,True,3.0,negative
B08G4GP34B,"Als Vitrinenmodell OK (4 Sterne). Von der Gesamtbewertung her kann ich nur 3 Sterne geben:- Scherenmechanismus für die Flügel wackelig- Vorderes Fahrwerk fällt ständig ab, da die Klemmkraft nicht ausreicht (so einen Konstruktionsfehler habe ich in 30 Jahren Lego bauen noch nie (!) erlebt- Die Laserkanonen sind ebenfalls wackelig ""by Design"" und klappern beim spielen. Für sowas habe ich echt kein Verständnis- Fahrwerk ohne Funktion- Geringer Spielwert (z.B. im Vergleich zum neuen Y-Wing)- Viele Aufkleber (stört mich 0, aber wohl viele andere - daher die explizite Erwähnung)Pros:- Spannende Bautechnik (Nase und crossover zu Lego Technik)- Recht lange Bauzeit dank 500 Teilen- Tolle Luke Minifig, wenn man sie noch nicht hat.- Marktpreis von 40€ geht in OrdnungWegen der Missdesigns von Fahrwerk und Laserkanonen hätte ich gut und gerne Lust, nur 2 Sterne zu geben. Das darf einem Qualitätsanbieter wie Lego echt nicht passieren. Unterm Strich und wegen der Tauglichkeit als Vitrinenmodell sind aber die 3 wohl fair. Mehr sind es aber definitiv nicht. Kurz zu mir: Ich bin Vater von zwei Kindern und baue sowohl selbst als auch mit den Kids.",Qualitätsmängel im Design,Reviewed in Germany on 7 April 2021,True,3.0,negative
B08G4GP34B,"Ich hatte vor, dem Kind meiner Nachbarin ein Geburtstagsgeschenk zu machen, habe es heute leider erhalten, nicht nur die äußere Schachtel war stark beschädigt, sondern auch die innere Schachtel war kaputt...",Packung Schädigung,Reviewed in Germany on 17 March 2022,True,3.0,negative
B08G4GP34B,"Artikel gut aber extrem lange lieferzeit, ca.2 wochen.",Lange lieferzeit.,Reviewed in Germany on 25 July 2022,True,2.0,negative
B08G4GP34B,"Ich war echt gespannt auf dieses Set, denn es ist vom Preis her sehr attraktiv und bietet viele interessante Bautechniken. Natürlich kann man bei dem Preis kein UCS Modell erwarten, wovon ich auch nicht ausgegangen bin. Doch gibt es ein paar Mängel, die nichts mit dem Preis zu tun haben.Vorweg muss ich habe sagen, dass für den Preis von um die 30 Euro ein paar tolle Teile dabei sind und 4 schöne Minifiguren.- Das Fahrwerk vorne fällt ständig ab, weil es keine Klemmkraft hat. Das finde ich unvorstellbar schlecht, denn man hätte es einfach ändern können. Schade! Hatte ich bei Lego noch nie.- Was ist denn mit dem Weiß passiert? Hat man die Teile absichtlich 1 Jahr in die Sonne gelegt? Zum Glück ist es durchgehend, aber schon sehr komisch.- Sehr wackelige Geschichte. Daher nichts zum Spielen für Kinder.",Schon etwas entäuscht,Reviewed in Germany on 7 May 2021,True,3.0,negative
B08G4GP34B,"Zum spielen ist es zu wackelig und unstabil ,als Standmodell nicht detailgetreu und einfach hässlich.40 Euro sind ok für Teile und Figuren.",Fehlkauf,Reviewed in Germany on 7 February 2022,True,3.0,negative
B08G4GP34B,"Die Figuren sind recht nett, allerdings haben fast alle der Fliesen Kratzer, als ob sie bereits seit Jahren in der Bausteinkiste lägen.Sehr schade, besonders bei dem Preis jedoch nicht zu entschuldigen. Insgesamt hat mir das derartig den Bauspaß verdorben, dass das Set direkt zurückgegangen ist.",Zerkratzte Teile,Reviewed in Germany on 10 March 2022,True,2.0,negative
B08G4GP34B,Viel zu viele Sticker. Für jeden Wing ein Bogen. Das ist so peinlich und geizig heutzutage.,Zu viele Sticker,Reviewed in Germany on 6 April 2022,True,2.0,negative
B09QFNJ8ST,It is a lovely birthday  gift.,LEGO 21186 Minecraft The Ice Palace Set,Reviewed in Germany 🇩🇪 on 23 November 2022,True,5.0,positive
B09QFNJ8ST,Sehr schönes robustes spieleset. Eben lego😁,Lego,Reviewed in Germany 🇩🇪 on 20 November 2022,True,5.0,positive
B09QFNJ8ST,War ein tolles Geschenk,Alles super,Reviewed in Germany 🇩🇪 on 21 November 2022,True,5.0,positive
B09QFNJ8ST,Weiter so,Top,Reviewed in Germany 🇩🇪 on 18 November 2022,True,5.0,positive
B09QFNJ8ST,"Wir haben es verschenkt . Kind war glücklich, leider gibt es nicht so viel von lego minekraft .",Sehr gut,Reviewed in Germany 🇩🇪 on 14 October 2022,True,5.0,positive
B09QFNJ8ST,Mein Sohn war begeistert.,Tolles Spielzeug,Reviewed in Germany 🇩🇪 on 3 November 2022,True,4.0,positive
B09QFNJ8ST,Schnelle Lieferung und der Preis war io,PREISGÜNSTIG,Reviewed in Germany 🇩🇪 on 1 November 2022,True,4.0,positive
B09QFNJ8ST,Der Lego-Bausatz erfüllt alle Anforderungen,LEGO,Reviewed in Germany 🇩🇪 on 3 October 2022,True,5.0,positive
B09QFNJ8ST,Zum verschenken super. Mit Rabatten für 35 Euro gekauft. Mehr würde ich aber auch nicht ausgeben. Da bei Lego Minecraft viele Basissteine und kaum Farbseuche enthalten ist.Super zum kreativen Bauen geeignet.,Lego Minecraft,Reviewed in Germany 🇩🇪 on 9 September 2022,True,4.0,positive
B09QFNJ8ST,"Habe es als Geschenk für meinen Enkel gekauft, der schon mehrere Legos aus dieser Serie hat und sie liebt.",Kreativität und Geschicklichkeit wird gefördert,Reviewed in Germany 🇩🇪 on 21 July 2022,True,5.0,positive
B09QFNJ8ST,Ich finde das set einfach viel zu Teuer für das was man bekommt. Man bezahlt nur den minecraft Namen und bekommt dafür relativ wenig Lego.,Viel zu Teuer,Reviewed in Germany on 6 November 2022,True,3.0,negative
B09QFNJ8ST,"Co z tego, że produkt jest dobry, skoro Amazon nie dotrzymał terminu dostarczenia paczki. Prezent kupiony na niedziele, miał być dostarczony w piątek, potem w sobotę, skończyło się na poniedziałku i w sumie już mi to niepotrzebne. Jestem nardzo niezadowolony z obsługi przez Amazon",Nie dotrzymanie terminu dostawy,Reviewed in Poland on 7 November 2022,True,1.0,negative
B09H1XX1JT,Meine Enkelin ist happy . Sie liebt Pferde ! Und was dieses alles kann … echt toll,Ein sehr schönes Spielzeug für Mädchen !,Reviewed in Germany 🇩🇪 on 18 November 2022,True,5.0,positive
B09H1XX1JT,"Unsere kleine Pferdenärrin hat dieses Pferd zum 7. Geburtstag bekommen. Sie liebt es Pferde zu streicheln, zu pflegen und sich zu kümmern.Wir haben das Pferd im Primeangebot für 65 Euro gekauft. Für dem Preis finden wir es okay. Für den regulären Preis von knapp 100 Euro eher nicht. Das Pferd kann leider nicht laufen und die Mähne kann man auch nicht flechten. Würde das noch möglich sein, wäre es top. Auch den Halfter kann man nicht abnehmen.",Tolle Geschenkidee - Kind ist glücklich,Reviewed in Germany 🇩🇪 on 5 November 2022,True,4.0,positive
B09H1XX1JT,Unsere Töchter lieben das Pferdchen und kümmern sich sehr liebevoll…Ein tolles Geschenk mit einem schon stolzen Preis. Allerdings habe ich es im Angebot kaufen können und da war der Preis dann in Ordnung.,Süßes Geschenk,Reviewed in Germany 🇩🇪 on 13 October 2022,True,5.0,positive
B09H1XX1JT,"Vor allem die jüngeren Mädchen haben doch häufiger den Drang nach Tieren und hier desöfteren vor allem nach Pferden oder Ponys. Auch meine Tochter ist ein wahrer Fan von diesen Tieren und da liegt es nicht fern, dass sich dies auch in ihren Spielsachen wiederspiegelt.Genau hier möchte der bekannt Spielwaren Hersteller “Hasbro“ ein “Plüsch Pony“ anbieten, welches nicht nur kuschlig sein möchte sondern auch noch mit einer Vielzahl an Geräuschen aufbieten will.Verpackt kommt das Pony in einer typischen und optisch auffallenden und verspielten Verpackung. Nach dem öffnen nimmt man sogleich die kuschlige und angenehme Haptik des Ponys wahr welche meiner Tochter schon von beginn an überzeugt hat. Mit im Lieferumfang befinden sich einige Zubehöre welche den Spielspaß erhöhen wollen. Vom Kamm, vier Hufeisen bis zu Dekorations Blumen aus Filz wurde an einiges gedacht.Das Pony an und für sich, kann mit verschiedenen Bewegungen, wie Augen Blinzeln und Kopf Nicken überzeugen und damit dies nicht alles bleibt, kommen hier auch noch einige Geräusche hinzu. Insgesamt dürften es laut Anbieter um ca. 80 verschiedene Bewegungen und Geräusche handeln (also eher insgesamt, als 80 einzelne Geräusche wie man vielleicht vom herauslesen der Produktbeschreibung erahnen möchte).Das Pony hat eine praktische Höhe von knapp 35cm und ist somit wie ich finde von der Größe genau richtig um dieses, ab einem Alter von 4 Jahren, bespielen zu können.Zusammenfassung:➕ Verspieltes Pony für Kinder ab 4 Jahren➕ Gefällt meiner Tochter sehr gut und ist der neue Hit in ihrem Kinderzimmer➕ Sehr flauschiges und kuschliges Fell➕ Einges Zubehör um den Spielspaß noch weiter zu erhöhen➕ Knapp 80 verschiedene Bewegungen und Geräusche➖ Der Preis von knapp 101 Euro ist in meinen Augen etwas zu hochDas Pony der Marke Hasbro kann meiner Tochter sehr gefallen und bringt einiges an Spielspaß mit ins Kinderzimmer. Dennoch ist der Preis von etwas über 100 Euro auch eine Ansage, weshalb ich von dem an und für sich schönen und nettem Pony dennoch einen Stern abziehe.","Ein neuer HIT im Kinderzimmer meiner Tochter, welches einige BEWEGUNGEN und GERÄUSCHE bieten kann...",Reviewed in Germany 🇩🇪 on 6 September 2022,False,4.0,positive
B09H1XX1JT,"Um ehrlich zu sein, weiß ich nicht so ganz, was ich von diesem Tier halten soll, aber da meine Tochter dieses Pferd absolut ins Herz geschlossen hat, kann diese Bewertung gar nicht schlecht werden.Aber mal von vorn.Das Pferd kommt in einer passenden Pappverpackung, zusammen mit diversem Zubehör, einem Kamm, welcher gleichzeitig ein Apfel ist, vier Hufeisen, ein Stirnband und Blumen aus Filz zum Dekorieren. Alle Teile, vor allem das Pferd selbst sind dabei kindgerecht designt und relativ leicht zu bedienen. Auch die Verarbeitung ist soweit absolut in Ordnung und ich habe nicht das Gefühl, dass das Pferd gleich in seine Einzelteile springt, wenn es mal aus niedriger Höhe fallen gelassen wird. Unseres wird jedenfalls jetzt schon ein paar Tage überall hin mitgeschleppt und alles funktioniert noch.Das tolle an diesem Pferd sind allerdings, gerade fürs Kind, die vielen Geräusche und Bewegungen. Ob es sich hierbei allerdings um mehr als 80 handelt, mag ich zu bezweifeln, außer das Pferd hat noch mehr Funktionen, welche wir noch gar nicht entdeckt haben. Die kleine Bedienungsanleitung in mehreren Sprachen hilft da jedenfalls nicht besonders weiter und ist eher rudimentär angelegt. Mit ein bisschen rumprobieren hat man den Dreh allerdings bald raus und das Pferd macht verschiedene, oft ziemlich seltsame, Geräusche und bewegt den Kopf in verschiedene Positionen, wobei es auch auf Berührungen an verschiedenen Stellen des Kopfes und Rückens reagiert. Außerdem macht es Musik. Es gibt drei verschiedene Stellungen des Reglers, Aus, An und Schlafmodus. Im Schlafmodus simuliert das Pferd, dass es schläft und spielt ruhige Musik ab. Laufen kann das Pferd allerdings nicht, was wir ein bisschen schade finden in Anbetracht des doch nicht gerade geringen Preises. Dafür kann man aber die Beine manuell in verschiedene Positionen bringen.Abschließend ist zu sagen, dass dieses Pferd ein absoluter Kindermagnet ist, was wir auch bei einem Besuch bei anderen Kindern feststellen mussten. Es fasziniert einfach und ist ein Hit im Kinderzimmer. Mir persönlich sind die Geräusche aber teilweise echt ein bisschen zu seltsam und wenig kindlich. Außerdem wäre es echt toll gewesen, wenn das Pferd laufen könnte. Dennoch ist es wirklich toll, ohne Frage und deswegen vergebe ich auch 4 Sterne.",Der neue Hit im Kinderzimmer,Reviewed in Germany 🇩🇪 on 15 August 2022,False,4.0,positive
B09H1XX1JT,"Diesen kleinen Pony habe ich für meine jüngste Enkelin zum Testen von Amazon bekommen.Die Verarbeitung ist nach meiner Meinung nach sehr gut weil wir haben schon so ähnliche Spielzeuge bekommen die viel schlechter waren .Meine Enkelin hat sich sehr gefreut als sie das gesehen hat und seit 2 Monaten spielt sie sehr gerne damit fast jeden Tag. Der Pony kann den Kopf bewegen, mit Augen zwinkern, Geräusche von sich geben, obwohl mir die Geräusche nicht so sehr gefallen aber anscheinend macht es meine Enkelin nichts aus und ihr Gefallen die Geräusche.Der Pony hat genau die richtige Größe ,noch grösser als 35 Zentimeter darf es nicht sein weil die Größe passt wunderbar, damit man es richtig schön spielen kann, auch mit ins Bett nehmen kann, oder auf dem Couch mitnehmen kann ,also so passt es so wie es ist wunderbar. Das Feld von dem Pony ist Wunder schön weich es kratzt nicht und juckt überhaupt nicht genau das Richtige für kleine Kinder.",Die jüngste Enkelin spielt sehr gerne mit dem  Pony,Reviewed in Germany 🇩🇪 on 5 October 2022,False,5.0,positive
B09H1XX1JT,"Als Pferdeliebhaberin hat sich unsere Tochter sehr über dieses kleine Pony gefreut. Es macht verschiedene Geräusche und es kann sich bewegen. Ob es wirklich 80 verschiedene Funktionen hat, mag ich bezweifeln. Oder wir haben sie bei weitem noch nicht entdeckt.Es gibt eine Bedienungsanleitung. Die ist aber eher schlecht. Das Pferd ist selbsterklärend und es macht den Kindern ja auch Spaß, wenn sie immer wieder neue Sachen entdecken. Die Verarbeitung ist sehr gut und die Töne hören sich auch angenehm an. Qualität also super.Nichtsdestotrotz finde ich den Preis von aktuell 104,89 € absolut übertrieben. Deshalb gibt es auch nicht die volle Anzahl an Sternen.",Sehr süß aber viel zu teuer,Reviewed in Germany 🇩🇪 on 22 August 2022,False,4.0,positive
B09H1XX1JT,"🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸Meine Bewertung bezieht sich auf das Produkt ""Hasbro furReal Cinnamon, Mein stylisches Pony, 80+ Geräusche, Reaktionen, 26 Accessoires, elektronisches Tierchen (35 cm) ab 4""Positiv aufgefallen ist mir folgendes:- zuckersüße Optik- Qualität gut- mit Sound und Bewegungen- ein KindertraumNegativ sind folgende Punkte:- Preis zu hochDas ist eine zuckersüßes Pony. Die Optik ist total niedlich und man ist sofort verzaubert. Ein richtiger Kindertraum.Das Pony kann verschiedene Geräusche und Bewegungen machen, zudem gibt es einen Schlafmodus.Die Größe ist richtig gut. Ein toller Blickfang im Zimmer, für den man aber auch Platz benötigt.Mein Kleiner ist auch jeden Fall mehr als begeistert.Den Preis finde ich an der Obergrenze. Aktuell 104,89 Euro.Dennoch: Ich bin sehr zufrieden und würde dieses süße Pony auf jeden Fall weiter empfehlen.----------------------------------------------------------------------------------------------------------------------------------------Ich danke für das Lesen meiner Bewertung und hoffe ich konnte Ihnen mit meiner Beschreibung einen kleinen Einblick in das Produkt geben. 😊🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸⚓🌸",😇💖 ganz zauberhaftes Pony 😇💖,Reviewed in Germany 🇩🇪 on 18 August 2022,False,5.0,positive
B09H1XX1JT,Points positifs :Fidèle à la photo et à la description.Ma fille l’adore .Jouet mignon avec pas mal d’accessoires.Nombreuses réactions et fonctionnalités.Points négatifs:Dommage qu’il ne marche pas.Le prix plutôt élevé.Les poils de la crinière font cheap,Adopté et adoré par ma fille,Reviewed in France 🇫🇷 on 2 November 2022,True,5.0,positive
B09H1XX1JT,Reçu aujourd hui super bien emballé la peluche est magnifique,Super,Reviewed in France 🇫🇷 on 19 November 2022,True,5.0,positive
B09H1XX1JT,"Der ""furReal""-Pony ""Cinnamon"" aus dem Hause Hasbro ist ein Schönes Spielzeug über was meine Tochter sich sehr Gefreut hat da sie ihn öfters in der Werbung gesehen hat.Jedoch wird mit einem kuscheligen Pony geworben was in der Realität jedoch nicht wirklich eintrifft da er eher Hart ist und nicht kuschelig.Auch der Preis ist meines Erachtens zu hoch für die etwas Funktionen die das Pony hat.Positiv fanden wir ich jedoch das mitgelieferte Zubehör, wodurch meine Tochter ihrer Phantasie freien Spielraum geben konnte und das Pony zu ihrem eigenen machen konnte.Mein Fazit:Meines Erachtens ist Cinnamon ein schönes Spielzeug das jedoch viel zu Teuer ist. Für aktuell 102€ würde ich mir doch schon mehr Funktionen wünschen.Ein gutes Preis-Leistung-Verhältnis ist leider zum aktuellen Zeitpunkt hier nicht gegeben und von mir gibt's hier auch Keine Weiterempfehlen.",Schön aber zu Teuer,Reviewed in Germany on 6 September 2022,False,3.0,negative
B09H1XX1JT,"Honnêtement pour le prix je m'attendais à mieux... Les bruits son répétitif et simple.. Il aurai au moins pu avancer seul.. Surtout qu'il a les articulations pour..M'a fille l'aime bien pour le moment, en espérant qu'elle ne se lasse pas..70€ c'est quand même abuser",Poney,Reviewed in France on 19 November 2022,True,3.0,negative
B09H1XX1JT,お誕生日のプレゼントに購入しました。ユニコーンをもっているので、今回はポニーを買いましたが正解でした。とても喜んでくれました。,プレゼントに,Reviewed in Japan on 16 October 2022,True,3.0,negative
B09H1XX1JT,"Preso per il compleanno di mia figlia dopo averlo visto in TV.Sinceramente mi aspettavo di più, mi spiego, fa esattamente quello che è indicato ma non mi ha sorpreso.",Un po' deludente.,Reviewed in Italy on 3 November 2022,True,3.0,negative
